,Conditions,DateUTC,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimeEDT,TimeEST,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees,City,State,Zip
40,Overcast,2016-01-04 04:53:00,63.0,,-,90,0.02,29.94,66.0,,11:53 PM,10.0,Variable,6.9,0,Miami,Florida,33010
0,Overcast,2016-01-04 05:45:00,62.1,,-,90,N/A,29.90,64.9,,12:45 AM,10.0,NNW,6.9,330,Miami,Florida,33010
1,Overcast,2016-01-04 05:53:00,62.1,,-,93,N/A,29.91,64.0,,12:53 AM,10.0,NNW,8.1,330,Miami,Florida,33010
2,Overcast,2016-01-04 06:53:00,62.1,,-,93,N/A,29.89,64.0,,1:53 AM,10.0,NW,6.9,310,Miami,Florida,33010
3,Overcast,2016-01-04 07:04:00,62.1,,-,93,N/A,29.88,64.0,,2:04 AM,10.0,Variable,4.6,0,Miami,Florida,33010
4,Overcast,2016-01-04 07:53:00,62.1,,-,93,N/A,29.88,64.0,,2:53 AM,10.0,NNW,9.2,330,Miami,Florida,33010
5,Overcast,2016-01-04 08:53:00,62.1,,-,93,N/A,29.88,64.0,,3:53 AM,10.0,Variable,6.9,0,Miami,Florida,33010
6,Overcast,2016-01-04 09:53:00,61.0,,-,90,N/A,29.91,64.0,,4:53 AM,10.0,Variable,5.8,0,Miami,Florida,33010
7,Overcast,2016-01-04 10:53:00,62.1,,-,93,N/A,29.93,64.0,,5:53 AM,10.0,NNW,6.9,330,Miami,Florida,33010
8,Overcast,2016-01-04 11:53:00,60.1,,-,90,N/A,29.95,63.0,,6:53 AM,10.0,NW,6.9,310,Miami,Florida,33010
9,Overcast,2016-01-04 12:34:00,60.1,,-,90,N/A,29.95,63.0,,7:34 AM,10.0,NNW,3.5,330,Miami,Florida,33010
10,Overcast,2016-01-04 12:49:00,59.0,,-,88,N/A,29.95,62.6,,7:49 AM,10.0,NNW,4.6,340,Miami,Florida,33010
11,Overcast,2016-01-04 12:53:00,59.0,,-,87,N/A,29.95,63.0,,7:53 AM,10.0,North,5.8,360,Miami,Florida,33010
12,Light Rain,2016-01-04 13:50:00,59.0,Rain,-,88,0.00,29.99,62.6,,8:50 AM,7.0,NW,6.9,310,Miami,Florida,33010
13,Light Rain,2016-01-04 13:53:00,59.0,Rain,-,87,0.00,30.00,63.0,,8:53 AM,7.0,NW,6.9,310,Miami,Florida,33010
14,Overcast,2016-01-04 14:37:00,57.9,,17.3,86,0.04,30.00,62.1,,9:37 AM,10.0,NNW,10.4,330,Miami,Florida,33010
15,Overcast,2016-01-04 14:42:00,57.9,,17.3,86,0.04,30.00,62.1,,9:42 AM,10.0,NNW,10.4,330,Miami,Florida,33010
16,Mostly Cloudy,2016-01-04 14:49:00,57.2,,-,82,0.04,30.00,62.6,,9:49 AM,10.0,NW,6.9,320,Miami,Florida,33010
17,Mostly Cloudy,2016-01-04 14:53:00,57.0,,-,84,0.04,30.01,62.1,,9:53 AM,10.0,WNW,8.1,300,Miami,Florida,33010
18,Mostly Cloudy,2016-01-04 15:53:00,54.0,,-,70,N/A,30.01,64.0,,10:53 AM,10.0,NNW,9.2,330,Miami,Florida,33010
19,Mostly Cloudy,2016-01-04 16:53:00,46.9,,-,50,N/A,29.99,66.0,,11:53 AM,10.0,Variable,6.9,0,Miami,Florida,33010
20,Mostly Cloudy,2016-01-04 17:53:00,45.0,,-,45,N/A,29.97,66.9,,12:53 PM,10.0,NNW,10.4,340,Miami,Florida,33010
21,Scattered Clouds,2016-01-04 18:53:00,44.1,,17.3,40,N/A,29.96,69.1,,1:53 PM,10.0,NNW,12.7,330,Miami,Florida,33010
22,Scattered Clouds,2016-01-04 19:53:00,46.9,,-,44,N/A,29.94,70.0,,2:53 PM,10.0,NW,8.1,320,Miami,Florida,33010
23,Scattered Clouds,2016-01-04 20:53:00,46.9,,-,44,N/A,29.95,70.0,,3:53 PM,10.0,NW,9.2,320,Miami,Florida,33010
24,Scattered Clouds,2016-01-04 21:53:00,45.0,,-,42,N/A,29.97,69.1,,4:53 PM,10.0,Variable,4.6,0,Miami,Florida,33010
25,Scattered Clouds,2016-01-04 22:53:00,44.1,,-,44,N/A,30.00,66.9,,5:53 PM,10.0,NNW,10.4,330,Miami,Florida,33010
26,Mostly Cloudy,2016-01-04 23:53:00,46.0,,-,48,N/A,30.02,66.0,,6:53 PM,10.0,NNW,6.9,330,Miami,Florida,33010
27,Mostly Cloudy,2016-01-05 00:53:00,43.0,,-,45,N/A,30.04,64.9,,7:53 PM,10.0,NNW,8.1,340,Miami,Florida,33010
28,Partly Cloudy,2016-01-05 01:53:00,44.1,,-,48,N/A,30.04,64.0,,8:53 PM,10.0,North,8.1,350,Miami,Florida,33010
29,Mostly Cloudy,2016-01-05 02:53:00,43.0,,-,46,N/A,30.06,64.0,,9:53 PM,10.0,NNW,5.8,340,Miami,Florida,33010
0,Mostly Cloudy,2016-01-05 07:53:00,51.1,,-,70,N/A,30.04,61.0,,2:53 AM,10.0,NW,6.9,320,Miami,Florida,33010
1,Overcast,2016-01-05 08:53:00,53.1,,-,75,N/A,30.05,61.0,,3:53 AM,10.0,NNW,6.9,330,Miami,Florida,33010
2,Light Rain,2016-01-05 09:53:00,55.0,Rain,-,83,0.00,30.06,60.1,,4:53 AM,10.0,NW,9.2,320,Miami,Florida,33010
3,Overcast,2016-01-05 10:53:00,54.0,,-,80,0.00,30.07,60.1,,5:53 AM,10.0,NW,6.9,320,Miami,Florida,33010
4,Overcast,2016-01-05 11:53:00,55.0,,-,81,N/A,30.09,61.0,,6:53 AM,10.0,NNW,5.8,330,Miami,Florida,33010
5,Overcast,2016-01-05 12:53:00,55.9,,-,80,N/A,30.11,62.1,,7:53 AM,10.0,North,3.5,350,Miami,Florida,33010
6,Overcast,2016-01-05 13:53:00,55.9,,-,78,N/A,30.13,63.0,,8:53 AM,10.0,Variable,4.6,0,Miami,Florida,33010
7,Rain,2016-01-05 14:31:00,59.0,Rain,-,84,0.03,30.14,64.0,,9:31 AM,2.0,NNE,6.9,30,Miami,Florida,33010
8,Rain,2016-01-05 14:40:00,61.0,Rain,-,90,0.10,30.15,64.0,,9:40 AM,2.5,Variable,4.6,0,Miami,Florida,33010
9,Rain,2016-01-05 14:48:00,60.8,Rain,-,88,0.13,30.15,64.4,,9:48 AM,2.0,ENE,5.8,60,Miami,Florida,33010
10,Rain,2016-01-05 14:53:00,62.1,Rain,-,90,0.15,30.15,64.9,,9:53 AM,2.0,NNE,8.1,30,Miami,Florida,33010
11,Light Rain,2016-01-05 15:05:00,62.1,Rain,-,90,0.05,30.15,64.9,,10:05 AM,6.0,ENE,5.8,60,Miami,Florida,33010
12,Rain,2016-01-05 15:16:00,63.0,Rain,-,93,0.06,30.15,64.9,,10:16 AM,4.0,Variable,4.6,0,Miami,Florida,33010
13,Rain,2016-01-05 15:19:00,63.0,Rain,-,93,0.08,30.15,64.9,,10:19 AM,2.5,Variable,6.9,0,Miami,Florida,33010
14,Light Rain,2016-01-05 15:38:00,62.1,Rain,18.4,84,0.14,30.14,66.9,,10:38 AM,6.0,ENE,12.7,70,Miami,Florida,33010
15,Light Rain,2016-01-05 15:50:00,62.6,Rain,17.3,83,0.15,30.14,68.0,,10:50 AM,8.0,ENE,5.8,70,Miami,Florida,33010
16,Light Rain,2016-01-05 15:53:00,63.0,Rain,-,84,0.15,30.14,68.0,,10:53 AM,10.0,ENE,8.1,60,Miami,Florida,33010
17,Overcast,2016-01-05 16:53:00,59.0,,23.0,66,0.00,30.13,71.1,,11:53 AM,10.0,NE,16.1,50,Miami,Florida,33010
18,Overcast,2016-01-05 17:53:00,57.9,,24.2,63,N/A,30.12,71.1,,12:53 PM,10.0,NE,13.8,50,Miami,Florida,33010
19,Overcast,2016-01-05 18:53:00,57.0,,26.5,59,N/A,30.09,72.0,,1:53 PM,10.0,NE,17.3,50,Miami,Florida,33010
20,Overcast,2016-01-05 19:53:00,55.9,,23.0,59,N/A,30.09,71.1,,2:53 PM,10.0,NE,11.5,50,Miami,Florida,33010
21,Overcast,2016-01-05 20:53:00,55.9,,25.3,59,N/A,30.10,71.1,,3:53 PM,10.0,NE,18.4,40,Miami,Florida,33010
22,Overcast,2016-01-05 21:53:00,55.0,,26.5,59,N/A,30.11,70.0,,4:53 PM,10.0,NE,17.3,40,Miami,Florida,33010
23,Overcast,2016-01-05 22:53:00,54.0,,21.9,57,N/A,30.12,70.0,,5:53 PM,10.0,NE,11.5,40,Miami,Florida,33010
24,Overcast,2016-01-05 23:53:00,54.0,,-,57,N/A,30.12,70.0,,6:53 PM,10.0,NE,11.5,40,Miami,Florida,33010
25,Overcast,2016-01-06 00:53:00,57.9,,23.0,65,N/A,30.13,70.0,,7:53 PM,10.0,NE,17.3,50,Miami,Florida,33010
26,Overcast,2016-01-06 01:53:00,57.9,,23.0,65,N/A,30.14,70.0,,8:53 PM,10.0,NE,15.0,40,Miami,Florida,33010
27,Overcast,2016-01-06 02:53:00,57.9,,21.9,65,N/A,30.12,70.0,,9:53 PM,10.0,NE,15.0,40,Miami,Florida,33010
28,Overcast,2016-01-06 03:53:00,59.0,,21.9,68,0.00,30.14,70.0,,10:53 PM,10.0,ENE,13.8,60,Miami,Florida,33010
29,Overcast,2016-01-06 04:53:00,60.1,,20.7,73,0.00,30.13,69.1,,11:53 PM,10.0,NE,13.8,50,Miami,Florida,33010
0,Light Rain,2016-01-06 05:53:00,62.1,Rain,-,81,0.00,30.12,68.0,,12:53 AM,10.0,ENE,12.7,70,Miami,Florida,33010
1,Light Rain,2016-01-06 06:53:00,62.1,Rain,20.7,84,0.01,30.10,66.9,,1:53 AM,10.0,ENE,12.7,70,Miami,Florida,33010
2,Overcast,2016-01-06 07:53:00,63.0,,-,87,0.00,30.09,66.9,,2:53 AM,10.0,NE,9.2,40,Miami,Florida,33010
3,Overcast,2016-01-06 08:53:00,62.1,,-,81,N/A,30.07,68.0,,3:53 AM,10.0,NE,6.9,40,Miami,Florida,33010
4,Overcast,2016-01-06 09:53:00,61.0,,-,75,N/A,30.06,69.1,,4:53 AM,10.0,NE,11.5,50,Miami,Florida,33010
5,Overcast,2016-01-06 10:53:00,62.1,,-,81,0.01,30.07,68.0,,5:53 AM,10.0,NNE,6.9,30,Miami,Florida,33010
6,Overcast,2016-01-06 11:53:00,62.1,,-,78,0.00,30.08,69.1,,6:53 AM,10.0,NNE,8.1,30,Miami,Florida,33010
7,Overcast,2016-01-06 12:53:00,63.0,,-,81,0.00,30.10,69.1,,7:53 AM,10.0,NNE,6.9,30,Miami,Florida,33010
8,Overcast,2016-01-06 13:53:00,64.0,,-,90,0.00,30.11,66.9,,8:53 AM,10.0,North,5.8,350,Miami,Florida,33010
9,Overcast,2016-01-06 14:53:00,64.0,,-,90,0.00,30.12,66.9,,9:53 AM,10.0,NNE,6.9,30,Miami,Florida,33010
10,Rain,2016-01-06 15:14:00,64.0,Rain,-,90,0.04,30.12,66.9,,10:14 AM,2.5,North,6.9,360,Miami,Florida,33010
11,Rain,2016-01-06 15:24:00,64.0,Rain,-,90,0.06,30.12,66.9,,10:24 AM,3.0,North,5.8,10,Miami,Florida,33010
12,Light Rain,2016-01-06 15:53:00,64.0,Rain,-,90,0.09,30.11,66.9,,10:53 AM,7.0,NNE,8.1,30,Miami,Florida,33010
13,Light Rain,2016-01-06 16:53:00,63.0,Rain,-,84,0.00,30.07,68.0,,11:53 AM,10.0,ENE,10.4,60,Miami,Florida,33010
14,Mostly Cloudy,2016-01-06 17:53:00,62.1,,-,73,0.00,30.04,71.1,,12:53 PM,10.0,NE,9.2,50,Miami,Florida,33010
15,Mostly Cloudy,2016-01-06 18:53:00,62.1,,-,71,0.00,30.01,72.0,,1:53 PM,10.0,NE,10.4,50,Miami,Florida,33010
16,Mostly Cloudy,2016-01-06 19:53:00,62.1,,-,68,N/A,30.00,73.0,,2:53 PM,10.0,NE,12.7,50,Miami,Florida,33010
17,Mostly Cloudy,2016-01-06 20:53:00,61.0,,18.4,66,N/A,29.99,73.0,,3:53 PM,10.0,NE,11.5,50,Miami,Florida,33010
18,Mostly Cloudy,2016-01-06 21:53:00,62.1,,-,68,N/A,29.99,73.0,,4:53 PM,10.0,NE,10.4,50,Miami,Florida,33010
19,Scattered Clouds,2016-01-06 22:53:00,61.0,,-,68,N/A,29.99,72.0,,5:53 PM,10.0,NE,9.2,40,Miami,Florida,33010
20,Mostly Cloudy,2016-01-06 23:53:00,62.1,,-,73,N/A,30.00,71.1,,6:53 PM,10.0,NNE,3.5,20,Miami,Florida,33010
21,Light Rain,2016-01-07 00:53:00,63.0,Rain,-,78,0.00,30.02,70.0,,7:53 PM,8.0,NE,4.6,50,Miami,Florida,33010
