,Conditions,DateUTC,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimePDT,TimePST,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees,City,State,Zip
18,Clear,2016-01-03 02:53:00,18.0,,-,46,N/A,30.14,37.0,,6:53 PM,10.0,East,3.5,100,Seattle,Washington,98101
19,Clear,2016-01-03 03:53:00,19.0,,-,56,N/A,30.14,33.1,,7:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
20,Clear,2016-01-03 04:53:00,18.0,,-,52,N/A,30.15,34.0,,8:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
21,Clear,2016-01-03 05:53:00,19.0,,-,56,N/A,30.14,33.1,,9:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
22,Clear,2016-01-03 06:53:00,16.0,,-,39,N/A,30.12,39.0,,10:53 PM,10.0,SE,8.1,130,Seattle,Washington,98101
23,Clear,2016-01-03 07:53:00,12.9,,-,33,N/A,30.11,39.9,,11:53 PM,10.0,Variable,3.5,0,Seattle,Washington,98101
0,Clear,2016-01-03 08:53:00,14.0,,-,35,N/A,30.09,39.9,,12:53 AM,10.0,East,8.1,90,Seattle,Washington,98101
1,Clear,2016-01-03 09:53:00,14.0,,-,35,N/A,30.08,39.9,,1:53 AM,10.0,Variable,6.9,0,Seattle,Washington,98101
2,Clear,2016-01-03 10:53:00,15.1,,-,41,N/A,30.08,37.0,,2:53 AM,10.0,ESE,4.6,110,Seattle,Washington,98101
3,Clear,2016-01-03 11:53:00,15.1,,-,41,N/A,30.06,37.0,,3:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
4,Clear,2016-01-03 12:53:00,18.0,,-,54,N/A,30.04,33.1,,4:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
5,Clear,2016-01-03 13:53:00,18.0,,-,56,N/A,30.03,32.0,,5:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
6,Clear,2016-01-03 14:53:00,17.1,,-,44,N/A,30.02,37.0,,6:53 AM,10.0,East,6.9,100,Seattle,Washington,98101
7,Clear,2016-01-03 15:53:00,19.0,,-,59,N/A,30.01,32.0,,7:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
8,Scattered Clouds,2016-01-03 16:53:00,19.0,,-,67,N/A,30.01,28.9,,8:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
9,Mostly Cloudy,2016-01-03 17:53:00,21.9,,-,66,N/A,30.00,32.0,,9:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
10,Mostly Cloudy,2016-01-03 18:53:00,21.9,,-,57,N/A,29.99,36.0,,10:53 AM,10.0,NW,3.5,320,Seattle,Washington,98101
11,Overcast,2016-01-03 19:53:00,21.9,,-,49,N/A,29.98,39.9,,11:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
12,Light Rain,2016-01-03 20:53:00,30.0,Rain,-,70,0.00,29.96,39.0,,12:53 PM,10.0,SE,13.8,140,Seattle,Washington,98101
13,Light Snow,2016-01-03 21:37:00,30.2,Snow,-,75,0.00,29.96,37.4,,1:37 PM,3.0,SE,4.6,140,Seattle,Washington,98101
14,Light Snow,2016-01-03 21:53:00,32.0,Snow,-,82,0.00,29.96,37.0,,1:53 PM,3.0,Calm,Calm,0,Seattle,Washington,98101
15,Light Snow,2016-01-03 22:53:00,32.0,Snow,-,82,0.01,29.94,37.0,,2:53 PM,9.0,Calm,Calm,0,Seattle,Washington,98101
16,Overcast,2016-01-03 23:15:00,32.0,,-,81,0.00,29.93,37.4,,3:15 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
17,Overcast,2016-01-03 23:53:00,32.0,,-,79,0.00,29.92,37.9,,3:53 PM,10.0,North,3.5,350,Seattle,Washington,98101
18,Overcast,2016-01-04 00:53:00,33.1,,-,83,N/A,29.91,37.9,,4:53 PM,10.0,NNW,4.6,330,Seattle,Washington,98101
19,Overcast,2016-01-04 01:53:00,32.0,,-,79,N/A,29.91,37.9,,5:53 PM,10.0,NNW,9.2,330,Seattle,Washington,98101
20,Overcast,2016-01-04 02:53:00,32.0,,-,79,N/A,29.90,37.9,,6:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
21,Overcast,2016-01-04 03:53:00,32.0,,-,79,N/A,29.88,37.9,,7:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
22,Overcast,2016-01-04 04:53:00,32.0,,-,79,N/A,29.88,37.9,,8:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
23,Overcast,2016-01-04 05:53:00,32.0,,-,79,N/A,29.88,37.9,,9:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
24,Light Rain,2016-01-04 06:53:00,32.0,Rain,-,82,0.00,29.86,37.0,,10:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
25,Overcast,2016-01-04 07:35:00,33.8,,-,87,0.00,29.86,37.4,,11:35 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
26,Overcast,2016-01-04 07:53:00,33.1,,-,86,0.00,29.86,37.0,,11:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
0,Overcast,2016-01-04 08:53:00,33.1,,-,83,0.00,29.84,37.9,,12:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
1,Light Rain,2016-01-04 09:53:00,33.1,Rain,-,83,0.00,29.83,37.9,,1:53 AM,4.0,Calm,Calm,0,Seattle,Washington,98101
2,Light Rain,2016-01-04 10:14:00,33.8,Rain,-,87,0.01,29.84,37.4,,2:14 AM,6.0,Calm,Calm,0,Seattle,Washington,98101
3,Light Rain,2016-01-04 10:22:00,33.8,Rain,-,87,0.01,29.83,37.4,,2:22 AM,4.0,Calm,Calm,0,Seattle,Washington,98101
4,Overcast,2016-01-04 10:53:00,33.1,,-,86,0.01,29.83,37.0,,2:53 AM,2.5,Calm,Calm,0,Seattle,Washington,98101
5,Light Rain,2016-01-04 11:14:00,33.8,Rain,-,87,0.01,29.83,37.4,,3:14 AM,3.0,Calm,Calm,0,Seattle,Washington,98101
6,Light Rain,2016-01-04 11:22:00,32.0,Rain,-,81,0.01,29.83,37.4,,3:22 AM,2.5,Calm,Calm,0,Seattle,Washington,98101
7,Light Rain,2016-01-04 11:28:00,33.8,Rain,-,87,0.01,29.83,37.4,,3:28 AM,2.5,Calm,Calm,0,Seattle,Washington,98101
8,Light Rain,2016-01-04 11:43:00,32.0,Rain,-,81,0.01,29.82,37.4,,3:43 AM,4.0,Calm,Calm,0,Seattle,Washington,98101
9,Light Rain,2016-01-04 11:53:00,33.1,Rain,-,86,0.02,29.82,37.0,,3:53 AM,8.0,Calm,Calm,0,Seattle,Washington,98101
10,Light Rain,2016-01-04 12:28:00,33.8,Rain,-,87,0.00,29.81,37.4,,4:28 AM,9.0,Calm,Calm,0,Seattle,Washington,98101
11,Light Rain,2016-01-04 12:42:00,33.8,Rain,-,87,0.00,29.81,37.4,,4:42 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
12,Light Rain,2016-01-04 12:51:00,33.8,Rain,-,87,0.00,29.81,37.4,,4:51 AM,7.0,Calm,Calm,0,Seattle,Washington,98101
13,Light Rain,2016-01-04 12:53:00,33.1,Rain,-,86,0.00,29.81,37.0,,4:53 AM,6.0,Calm,Calm,0,Seattle,Washington,98101
14,Light Rain,2016-01-04 13:53:00,33.1,Rain,-,86,0.01,29.80,37.0,,5:53 AM,7.0,Calm,Calm,0,Seattle,Washington,98101
15,Light Rain,2016-01-04 14:53:00,33.1,Rain,-,83,0.01,29.79,37.9,,6:53 AM,6.0,Calm,Calm,0,Seattle,Washington,98101
16,Light Rain,2016-01-04 15:53:00,33.1,Rain,-,83,0.00,29.78,37.9,,7:53 AM,9.0,Calm,Calm,0,Seattle,Washington,98101
17,Light Rain,2016-01-04 16:53:00,33.1,Rain,-,83,0.00,29.79,37.9,,8:53 AM,5.0,Calm,Calm,0,Seattle,Washington,98101
18,Light Rain,2016-01-04 17:53:00,33.1,Rain,-,83,0.01,29.78,37.9,,9:53 AM,6.0,NNW,3.5,330,Seattle,Washington,98101
19,Overcast,2016-01-04 18:53:00,33.1,,-,83,0.01,29.77,37.9,,10:53 AM,3.0,Calm,Calm,0,Seattle,Washington,98101
20,Overcast,2016-01-04 19:53:00,33.1,,-,83,0.00,29.75,37.9,,11:53 AM,3.0,Calm,Calm,0,Seattle,Washington,98101
21,Overcast,2016-01-04 20:02:00,33.8,,-,87,N/A,29.75,37.4,,12:02 PM,2.0,NNW,4.6,330,Seattle,Washington,98101
22,Overcast,2016-01-04 20:53:00,33.1,,-,83,N/A,29.73,37.9,,12:53 PM,3.0,NW,4.6,310,Seattle,Washington,98101
23,Overcast,2016-01-04 21:53:00,33.1,,-,79,N/A,29.72,39.0,,1:53 PM,5.0,North,4.6,360,Seattle,Washington,98101
24,Haze,2016-01-04 22:53:00,33.1,,-,79,N/A,29.70,39.0,,2:53 PM,4.0,Calm,Calm,0,Seattle,Washington,98101
25,Overcast,2016-01-04 23:53:00,33.1,,-,79,N/A,29.70,39.0,,3:53 PM,10.0,NNW,8.1,330,Seattle,Washington,98101
26,Overcast,2016-01-05 00:53:00,33.1,,-,79,N/A,29.68,39.0,,4:53 PM,10.0,North,3.5,360,Seattle,Washington,98101
27,Overcast,2016-01-05 01:04:00,33.8,,-,81,N/A,29.68,39.2,,5:04 PM,10.0,North,3.5,360,Seattle,Washington,98101
28,Overcast,2016-01-05 01:14:00,33.8,,-,81,N/A,29.68,39.2,,5:14 PM,10.0,North,3.5,360,Seattle,Washington,98101
29,Overcast,2016-01-05 01:53:00,33.1,,-,79,N/A,29.67,39.0,,5:53 PM,10.0,NNW,4.6,340,Seattle,Washington,98101
30,Overcast,2016-01-05 02:53:00,32.0,,-,76,N/A,29.67,39.0,,6:53 PM,10.0,NNW,4.6,330,Seattle,Washington,98101
0,Overcast,2016-01-05 10:53:00,33.1,,-,79,N/A,29.59,39.0,,2:53 AM,8.0,Calm,Calm,0,Seattle,Washington,98101
1,Overcast,2016-01-05 11:53:00,33.1,,-,79,N/A,29.58,39.0,,3:53 AM,9.0,North,3.5,10,Seattle,Washington,98101
2,Mostly Cloudy,2016-01-05 12:19:00,33.8,,-,81,N/A,29.58,39.2,,4:19 AM,10.0,NW,4.6,310,Seattle,Washington,98101
3,Overcast,2016-01-05 12:53:00,33.1,,-,79,N/A,29.58,39.0,,4:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
4,Overcast,2016-01-05 13:53:00,33.1,,-,83,N/A,29.57,37.9,,5:53 AM,9.0,Calm,Calm,0,Seattle,Washington,98101
5,Light Rain,2016-01-05 14:53:00,33.1,Rain,-,77,0.01,29.56,39.9,,6:53 AM,7.0,NNW,3.5,340,Seattle,Washington,98101
6,Light Rain,2016-01-05 15:53:00,33.1,Rain,-,77,0.00,29.57,39.9,,7:53 AM,8.0,Variable,3.5,0,Seattle,Washington,98101
7,Light Rain,2016-01-05 16:53:00,33.1,Rain,-,77,0.02,29.58,39.9,,8:53 AM,7.0,Calm,Calm,0,Seattle,Washington,98101
8,Light Rain,2016-01-05 17:53:00,33.1,Rain,-,73,0.01,29.57,41.0,,9:53 AM,10.0,NNW,4.6,330,Seattle,Washington,98101
9,Overcast,2016-01-05 18:53:00,33.1,,-,70,0.00,29.59,42.1,,10:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
10,Overcast,2016-01-05 19:53:00,33.1,,-,68,0.00,29.57,43.0,,11:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
11,Light Rain,2016-01-05 20:53:00,33.1,Rain,-,68,0.00,29.58,43.0,,12:53 PM,10.0,NNW,3.5,330,Seattle,Washington,98101
12,Light Rain,2016-01-05 21:29:00,32.0,Rain,-,66,0.01,29.58,42.8,,1:29 PM,8.0,Calm,Calm,0,Seattle,Washington,98101
13,Light Rain,2016-01-05 21:53:00,32.0,Rain,-,65,0.02,29.57,43.0,,1:53 PM,6.0,Calm,Calm,0,Seattle,Washington,98101
14,Light Rain,2016-01-05 22:53:00,32.0,Rain,-,63,0.02,29.58,44.1,,2:53 PM,6.0,Calm,Calm,0,Seattle,Washington,98101
15,Light Rain,2016-01-05 23:53:00,32.0,Rain,-,65,0.01,29.59,43.0,,3:53 PM,6.0,Calm,Calm,0,Seattle,Washington,98101
16,Light Rain,2016-01-06 00:53:00,32.0,Rain,-,65,0.00,29.59,43.0,,4:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
17,Light Rain,2016-01-06 01:53:00,32.0,Rain,-,65,0.00,29.59,43.0,,5:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
18,Overcast,2016-01-06 02:53:00,32.0,,-,63,0.00,29.60,44.1,,6:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
19,Light Rain,2016-01-06 03:53:00,33.1,Rain,-,68,0.02,29.60,43.0,,7:53 PM,5.0,Calm,Calm,0,Seattle,Washington,98101
20,Light Rain,2016-01-06 04:53:00,33.1,Rain,-,68,0.00,29.59,43.0,,8:53 PM,7.0,Calm,Calm,0,Seattle,Washington,98101
21,Light Rain,2016-01-06 05:53:00,33.1,Rain,-,68,0.00,29.59,43.0,,9:53 PM,6.0,Calm,Calm,0,Seattle,Washington,98101
22,Overcast,2016-01-06 06:53:00,33.1,,-,79,0.00,29.59,39.0,,10:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
23,Mostly Cloudy,2016-01-06 07:53:00,39.0,,-,100,N/A,29.59,39.0,,11:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
0,Mostly Cloudy,2016-01-06 08:53:00,39.9,,-,100,N/A,29.59,39.9,,12:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
1,Clear,2016-01-06 09:53:00,37.0,,-,97,N/A,29.59,37.9,,1:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
2,Scattered Clouds,2016-01-06 10:53:00,36.0,,-,100,N/A,29.60,36.0,,2:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
3,Mostly Cloudy,2016-01-06 11:53:00,37.9,,-,96,N/A,29.63,39.0,,3:53 AM,10.0,NNW,5.8,330,Seattle,Washington,98101
4,Overcast,2016-01-06 12:53:00,41.0,,-,96,N/A,29.64,42.1,,4:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
5,Mostly Cloudy,2016-01-06 13:53:00,39.9,,-,92,N/A,29.63,42.1,,5:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
6,Partly Cloudy,2016-01-06 14:53:00,39.0,,-,100,N/A,29.64,39.0,,6:53 AM,7.0,Calm,Calm,0,Seattle,Washington,98101
7,Scattered Clouds,2016-01-06 15:53:00,37.9,,-,100,N/A,29.63,37.9,,7:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
8,Mostly Cloudy,2016-01-06 16:53:00,39.9,,-,96,N/A,29.64,41.0,,8:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
9,Overcast,2016-01-06 17:53:00,-9999,,-,N/A,N/A,29.65,41.0,,9:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
10,Mostly Cloudy,2016-01-06 18:53:00,41.0,,-,83,N/A,29.63,46.0,,10:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
11,Mostly Cloudy,2016-01-06 19:53:00,39.9,,-,71,N/A,29.62,48.9,,11:53 AM,10.0,NW,4.6,310,Seattle,Washington,98101
12,Clear,2016-01-06 20:53:00,39.9,,-,68,N/A,29.61,50.0,,12:53 PM,10.0,NW,4.6,320,Seattle,Washington,98101
13,Mostly Cloudy,2016-01-06 21:53:00,42.1,,-,71,N/A,29.60,51.1,,1:53 PM,10.0,WNW,3.5,300,Seattle,Washington,98101
14,Scattered Clouds,2016-01-06 22:53:00,39.9,,-,66,N/A,29.61,51.1,,2:53 PM,10.0,NNW,6.9,330,Seattle,Washington,98101
15,Scattered Clouds,2016-01-06 23:53:00,41.0,,-,74,N/A,29.62,48.9,,3:53 PM,10.0,NW,6.9,310,Seattle,Washington,98101
16,Clear,2016-01-07 00:53:00,41.0,,-,80,N/A,29.63,46.9,,4:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
17,Mostly Cloudy,2016-01-07 01:53:00,41.0,,-,83,N/A,29.65,46.0,,5:53 PM,10.0,NNW,3.5,330,Seattle,Washington,98101
18,Clear,2016-01-07 02:53:00,41.0,,-,89,N/A,29.66,44.1,,6:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
19,Clear,2016-01-07 03:53:00,39.0,,-,89,N/A,29.68,42.1,,7:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
20,Clear,2016-01-07 04:53:00,39.0,,-,93,N/A,29.69,41.0,,8:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
21,Clear,2016-01-07 05:53:00,37.0,,-,97,0.00,29.71,37.9,,9:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
22,Clear,2016-01-07 06:53:00,37.0,,-,97,0.00,29.73,37.9,,10:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
23,Clear,2016-01-07 07:09:00,35.6,,-,100,N/A,29.74,35.6,,11:09 PM,1.5,Calm,Calm,0,Seattle,Washington,98101
24,Clear,2016-01-07 07:18:00,37.4,,-,100,N/A,29.74,37.4,,11:18 PM,3.0,Calm,Calm,0,Seattle,Washington,98101
25,Clear,2016-01-07 07:53:00,35.1,,-,100,N/A,29.76,35.1,,11:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
0,Clear,2016-01-07 08:44:00,33.8,,-,100,0.00,29.77,33.8,,12:44 AM,1.8,SSE,3.5,160,Seattle,Washington,98101
1,Mist,2016-01-07 08:50:00,33.8,,-,100,0.00,29.77,33.8,,12:50 AM,0.8,SE,3.5,140,Seattle,Washington,98101
2,Clear,2016-01-07 08:53:00,33.1,,-,100,0.00,29.77,33.1,,12:53 AM,10.0,Calm,Calm,0,Seattle,Washington,98101
3,Fog,2016-01-07 09:53:00,32.0,Fog,-,100,0.00,29.79,32.0,,1:53 AM,0.5,SE,5.8,130,Seattle,Washington,98101
4,Fog,2016-01-07 10:53:00,32.0,Fog,-,100,N/A,29.82,32.0,,2:53 AM,0.2,SE,3.5,140,Seattle,Washington,98101
5,Fog,2016-01-07 11:53:00,34.0,Fog,-,100,0.00,29.83,34.0,,3:53 AM,0.2,Calm,Calm,0,Seattle,Washington,98101
6,Fog,2016-01-07 12:44:00,33.8,Fog,-,100,N/A,29.84,33.8,,4:44 AM,0.5,Calm,Calm,0,Seattle,Washington,98101
7,Fog,2016-01-07 12:53:00,33.1,Fog,-,100,N/A,29.85,33.1,,4:53 AM,0.5,Calm,Calm,0,Seattle,Washington,98101
8,Fog,2016-01-07 13:08:00,33.8,Fog,-,100,N/A,29.85,33.8,,5:08 AM,0.5,Calm,Calm,0,Seattle,Washington,98101
9,Overcast,2016-01-07 13:41:00,33.8,,-,100,0.00,29.86,33.8,,5:41 AM,1.5,Calm,Calm,0,Seattle,Washington,98101
10,Overcast,2016-01-07 13:53:00,34.0,,-,100,0.00,29.86,34.0,,5:53 AM,1.5,Calm,Calm,0,Seattle,Washington,98101
11,Overcast,2016-01-07 14:53:00,35.1,,-,100,N/A,29.88,35.1,,6:53 AM,6.0,SE,3.5,140,Seattle,Washington,98101
12,Overcast,2016-01-07 15:53:00,37.0,,-,100,N/A,29.89,37.0,,7:53 AM,5.0,Calm,Calm,0,Seattle,Washington,98101
13,Overcast,2016-01-07 15:56:00,37.4,,-,100,N/A,29.89,37.4,,7:56 AM,6.0,Calm,Calm,0,Seattle,Washington,98101
14,Overcast,2016-01-07 16:53:00,37.0,,-,100,N/A,29.91,37.0,,8:53 AM,6.0,Calm,Calm,0,Seattle,Washington,98101
15,Overcast,2016-01-07 17:23:00,37.4,,-,100,N/A,29.92,37.4,,9:23 AM,3.0,SE,4.6,140,Seattle,Washington,98101
16,Overcast,2016-01-07 17:53:00,39.0,,-,97,N/A,29.93,39.9,,9:53 AM,6.0,SSE,4.6,150,Seattle,Washington,98101
17,Overcast,2016-01-07 18:53:00,39.9,,-,92,N/A,29.95,42.1,,10:53 AM,6.0,Calm,Calm,0,Seattle,Washington,98101
18,Overcast,2016-01-07 19:53:00,39.9,,-,85,N/A,29.94,44.1,,11:53 AM,6.0,Calm,Calm,0,Seattle,Washington,98101
19,Overcast,2016-01-07 20:53:00,41.0,,-,89,N/A,29.95,44.1,,12:53 PM,8.0,Calm,Calm,0,Seattle,Washington,98101
20,Overcast,2016-01-07 21:53:00,39.9,,-,82,N/A,29.95,45.0,,1:53 PM,10.0,NE,3.5,40,Seattle,Washington,98101
21,Overcast,2016-01-07 22:53:00,39.9,,-,82,N/A,29.96,45.0,,2:53 PM,10.0,ENE,3.5,70,Seattle,Washington,98101
22,Overcast,2016-01-07 23:53:00,39.9,,-,82,N/A,29.98,45.0,,3:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
23,Overcast,2016-01-08 00:53:00,39.9,,-,85,N/A,29.99,44.1,,4:53 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
24,Overcast,2016-01-08 00:56:00,39.2,,-,81,N/A,29.99,44.6,,4:56 PM,10.0,Calm,Calm,0,Seattle,Washington,98101
