,Conditions,DateUTC,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimePDT,TimePST,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees,City,State,Zip
20,Clear,2016-01-02 04:47:00,19.0,,-,26,N/A,30.10,53.1,,8:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
21,Clear,2016-01-02 05:47:00,18.0,,-,25,N/A,30.10,53.1,,9:47 PM,10.0,North,3.5,10,Los Angeles,California,90001
22,Clear,2016-01-02 06:47:00,18.0,,-,26,N/A,30.10,52.0,,10:47 PM,10.0,NNE,3.5,30,Los Angeles,California,90001
23,Clear,2016-01-02 07:47:00,18.0,,-,25,N/A,30.10,53.1,,11:47 PM,10.0,Variable,3.5,0,Los Angeles,California,90001
0,Clear,2016-01-02 08:47:00,17.1,,-,25,N/A,30.09,52.0,,12:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
1,Clear,2016-01-02 09:47:00,17.1,,-,27,N/A,30.10,50.0,,1:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
2,Clear,2016-01-02 10:47:00,17.1,,-,27,N/A,30.10,50.0,,2:47 AM,10.0,NNE,4.6,20,Los Angeles,California,90001
3,Clear,2016-01-02 11:47:00,18.0,,-,29,N/A,30.09,48.9,,3:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
4,Clear,2016-01-02 12:47:00,18.0,,-,30,N/A,30.08,48.0,,4:47 AM,10.0,North,3.5,10,Los Angeles,California,90001
5,Clear,2016-01-02 13:47:00,18.0,,-,30,N/A,30.09,48.0,,5:47 AM,10.0,North,3.5,10,Los Angeles,California,90001
6,Clear,2016-01-02 14:47:00,18.0,,-,30,N/A,30.09,48.0,,6:47 AM,10.0,North,3.5,350,Los Angeles,California,90001
7,Clear,2016-01-02 15:47:00,18.0,,-,30,N/A,30.08,48.0,,7:47 AM,10.0,NNE,4.6,30,Los Angeles,California,90001
8,Clear,2016-01-02 16:47:00,19.0,,-,27,N/A,30.09,52.0,,8:47 AM,10.0,North,4.6,360,Los Angeles,California,90001
9,Clear,2016-01-02 17:47:00,17.1,,-,21,N/A,30.09,57.0,,9:47 AM,10.0,Variable,3.5,0,Los Angeles,California,90001
10,Clear,2016-01-02 18:47:00,18.0,,-,20,N/A,30.10,59.0,,10:47 AM,10.0,NE,3.5,40,Los Angeles,California,90001
11,Clear,2016-01-02 19:47:00,18.0,,-,18,N/A,30.06,62.1,,11:47 AM,10.0,Variable,4.6,0,Los Angeles,California,90001
12,Clear,2016-01-02 20:47:00,18.0,,-,18,N/A,30.04,63.0,,12:47 PM,10.0,East,3.5,100,Los Angeles,California,90001
13,Clear,2016-01-02 21:47:00,21.9,,-,20,N/A,30.02,64.0,,1:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
14,Clear,2016-01-02 22:47:00,21.0,,-,19,N/A,30.02,64.9,,2:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
15,Clear,2016-01-02 23:47:00,34.0,,-,33,N/A,30.02,64.0,,3:47 PM,10.0,Variable,3.5,0,Los Angeles,California,90001
16,Clear,2016-01-03 00:47:00,41.0,,-,51,N/A,30.02,59.0,,4:47 PM,10.0,West,4.6,280,Los Angeles,California,90001
17,Clear,2016-01-03 01:47:00,42.1,,-,60,N/A,30.04,55.9,,5:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
18,Clear,2016-01-03 02:47:00,43.0,,-,64,N/A,30.05,55.0,,6:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
19,Clear,2016-01-03 03:47:00,44.1,,-,71,N/A,30.05,53.1,,7:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
20,Clear,2016-01-03 04:47:00,44.1,,-,77,N/A,30.05,51.1,,8:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
21,Clear,2016-01-03 05:47:00,43.0,,-,74,N/A,30.06,51.1,,9:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
22,Clear,2016-01-03 06:47:00,43.0,,-,74,N/A,30.06,51.1,,10:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
23,Clear,2016-01-03 07:47:00,41.0,,-,71,N/A,30.05,50.0,,11:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
0,Clear,2016-01-03 08:47:00,34.0,,-,58,N/A,30.03,48.0,,12:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
1,Clear,2016-01-03 09:47:00,34.0,,-,63,N/A,30.03,46.0,,1:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
2,Clear,2016-01-03 10:47:00,30.0,,-,52,N/A,30.01,46.9,,2:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
3,Clear,2016-01-03 11:47:00,28.9,,-,51,N/A,29.99,46.0,,3:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
4,Clear,2016-01-03 12:47:00,30.0,,-,56,N/A,29.99,45.0,,4:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
5,Clear,2016-01-03 13:47:00,30.9,,-,60,N/A,29.99,44.1,,5:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
6,Clear,2016-01-03 14:47:00,30.0,,-,58,N/A,30.00,44.1,,6:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
7,Clear,2016-01-03 15:47:00,28.9,,-,53,N/A,30.00,45.0,,7:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
8,Clear,2016-01-03 16:47:00,32.0,,-,48,N/A,30.01,51.1,,8:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
9,Clear,2016-01-03 17:47:00,30.9,,-,39,N/A,30.01,55.9,,9:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
10,Clear,2016-01-03 18:47:00,43.0,,-,58,N/A,30.01,57.9,,10:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
11,Clear,2016-01-03 19:47:00,45.0,,-,56,N/A,29.97,61.0,,11:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
12,Clear,2016-01-03 20:47:00,45.0,,-,56,N/A,29.94,61.0,,12:47 PM,10.0,Variable,3.5,0,Los Angeles,California,90001
13,Clear,2016-01-03 21:47:00,45.0,,-,56,N/A,29.90,61.0,,1:47 PM,10.0,ESE,4.6,120,Los Angeles,California,90001
14,Clear,2016-01-03 22:47:00,44.1,,-,52,N/A,29.88,62.1,,2:47 PM,10.0,North,-9999.0,0,Los Angeles,California,90001
15,Clear,2016-01-03 23:47:00,45.0,,-,56,N/A,29.87,61.0,,3:47 PM,10.0,Variable,4.6,0,Los Angeles,California,90001
16,Clear,2016-01-04 00:47:00,44.1,,-,55,N/A,29.86,60.1,,4:47 PM,10.0,SE,3.5,130,Los Angeles,California,90001
17,Clear,2016-01-04 01:47:00,45.0,,-,62,N/A,29.86,57.9,,5:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
18,Clear,2016-01-04 02:47:00,46.0,,-,69,N/A,29.87,55.9,,6:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
19,Clear,2016-01-04 03:47:00,46.0,,-,75,N/A,29.87,54.0,,7:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
20,Scattered Clouds,2016-01-04 04:47:00,45.0,,-,69,N/A,29.87,55.0,,8:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
21,Overcast,2016-01-04 05:47:00,46.0,,-,69,N/A,29.86,55.9,,9:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
22,Overcast,2016-01-04 06:47:00,45.0,,-,64,N/A,29.84,57.0,,10:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
23,Mostly Cloudy,2016-01-04 07:47:00,45.0,,-,67,N/A,29.81,55.9,,11:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
0,Overcast,2016-01-04 08:47:00,42.1,,-,57,N/A,29.79,57.0,,12:47 AM,10.0,Variable,5.8,0,Los Angeles,California,90001
1,Light Rain,2016-01-04 09:47:00,43.0,Rain,-,62,0.00,29.77,55.9,,1:47 AM,10.0,Variable,4.6,0,Los Angeles,California,90001
2,Overcast,2016-01-04 10:47:00,45.0,,-,64,0.00,29.76,57.0,,2:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
3,Overcast,2016-01-04 11:47:00,45.0,,-,67,N/A,29.74,55.9,,3:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
4,Overcast,2016-01-04 12:47:00,43.0,,-,59,N/A,29.73,57.0,,4:47 AM,10.0,North,3.5,10,Los Angeles,California,90001
5,Overcast,2016-01-04 13:47:00,45.0,,-,67,0.01,29.74,55.9,,5:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
6,Overcast,2016-01-04 14:47:00,46.0,,-,69,N/A,29.76,55.9,,6:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
7,Overcast,2016-01-04 15:47:00,45.0,,-,67,N/A,29.78,55.9,,7:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
8,Mostly Cloudy,2016-01-04 16:47:00,45.0,,-,60,N/A,29.79,59.0,,8:47 AM,10.0,NE,4.6,40,Los Angeles,California,90001
9,Clear,2016-01-04 17:47:00,45.0,,-,52,N/A,29.80,63.0,,9:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
10,Clear,2016-01-04 18:47:00,42.1,,-,45,N/A,29.79,64.0,,10:47 AM,10.0,Variable,3.5,0,Los Angeles,California,90001
11,Partly Cloudy,2016-01-04 19:47:00,39.9,,-,36,N/A,29.78,68.0,,11:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
12,Overcast,2016-01-04 20:47:00,41.0,,-,37,N/A,29.76,68.0,,12:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
13,Clear,2016-01-04 21:47:00,42.1,,-,40,N/A,29.75,66.9,,1:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
14,Clear,2016-01-04 22:47:00,41.0,,-,39,N/A,29.75,66.9,,2:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
15,Clear,2016-01-04 23:47:00,46.0,,-,50,N/A,29.77,64.9,,3:47 PM,10.0,West,4.6,270,Los Angeles,California,90001
16,Overcast,2016-01-05 00:47:00,46.9,,-,58,N/A,29.80,62.1,,4:47 PM,10.0,West,5.8,280,Los Angeles,California,90001
17,Overcast,2016-01-05 01:47:00,48.9,,-,64,N/A,29.81,61.0,,5:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
18,Clear,2016-01-05 02:47:00,48.9,,-,69,N/A,29.83,59.0,,6:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
19,Clear,2016-01-05 03:47:00,51.1,,-,78,N/A,29.85,57.9,,7:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
20,Overcast,2016-01-05 07:47:00,50.0,,-,75,N/A,29.87,57.9,,11:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
0,Overcast,2016-01-05 08:47:00,50.0,,-,77,N/A,29.87,57.0,,12:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
1,Overcast,2016-01-05 09:47:00,51.1,,-,81,N/A,29.87,57.0,,1:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
2,Overcast,2016-01-05 10:47:00,48.9,,-,74,N/A,29.85,57.0,,2:47 AM,10.0,East,4.6,90,Los Angeles,California,90001
3,Overcast,2016-01-05 11:47:00,50.0,,-,75,N/A,29.84,57.9,,3:47 AM,10.0,Variable,3.5,0,Los Angeles,California,90001
4,Overcast,2016-01-05 12:47:00,50.0,,-,77,N/A,29.84,57.0,,4:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
5,Light Rain,2016-01-05 13:47:00,50.0,Rain,-,77,0.00,29.84,57.0,,5:47 AM,9.0,East,3.5,100,Los Angeles,California,90001
6,Overcast,2016-01-05 14:16:00,51.1,,-,81,0.00,29.84,57.0,,6:16 AM,9.0,Variable,4.6,0,Los Angeles,California,90001
7,Overcast,2016-01-05 14:23:00,52.0,,-,83,0.00,29.84,57.0,,6:23 AM,9.0,East,5.8,90,Los Angeles,California,90001
8,Overcast,2016-01-05 14:38:00,52.0,,-,83,0.00,29.83,57.0,,6:38 AM,9.0,ESE,6.9,110,Los Angeles,California,90001
9,Light Rain,2016-01-05 14:47:00,52.0,Rain,-,83,0.00,29.83,57.0,,6:47 AM,10.0,East,5.8,90,Los Angeles,California,90001
10,Overcast,2016-01-05 14:59:00,52.0,,-,83,0.00,29.83,57.0,,6:59 AM,7.0,East,5.8,100,Los Angeles,California,90001
11,Heavy Rain,2016-01-05 15:17:00,54.0,Rain,-,93,0.02,29.84,55.9,,7:17 AM,2.0,East,8.1,100,Los Angeles,California,90001
12,Heavy Rain,2016-01-05 15:21:00,54.0,Rain,-,93,0.06,29.83,55.9,,7:21 AM,1.5,Variable,5.8,0,Los Angeles,California,90001
13,Heavy Rain,2016-01-05 15:28:00,54.0,Rain,-,93,0.11,29.84,55.9,,7:28 AM,1.8,East,5.8,100,Los Angeles,California,90001
14,Light Rain,2016-01-05 15:31:00,54.0,Rain,-,93,0.12,29.84,55.9,,7:31 AM,2.0,East,5.8,100,Los Angeles,California,90001
15,Rain,2016-01-05 15:47:00,55.0,Rain,-,97,0.16,29.83,55.9,,7:47 AM,2.0,ESE,4.6,110,Los Angeles,California,90001
16,Rain,2016-01-05 15:49:00,55.0,Rain,-,97,0.00,29.83,55.9,,7:49 AM,1.8,Variable,5.8,0,Los Angeles,California,90001
17,Light Rain,2016-01-05 15:58:00,55.0,Rain,-,97,0.02,29.83,55.9,,7:58 AM,2.0,ESE,6.9,110,Los Angeles,California,90001
18,Light Rain,2016-01-05 16:01:00,55.0,Rain,-,97,0.02,29.83,55.9,,8:01 AM,3.0,Variable,6.9,0,Los Angeles,California,90001
19,Light Rain,2016-01-05 16:04:00,55.0,Rain,-,93,0.02,29.83,57.0,,8:04 AM,4.0,Variable,6.9,0,Los Angeles,California,90001
20,Light Rain,2016-01-05 16:10:00,55.0,Rain,-,93,0.02,29.83,57.0,,8:10 AM,5.0,Variable,4.6,0,Los Angeles,California,90001
21,Heavy Rain,2016-01-05 16:17:00,55.0,Rain,-,93,0.04,29.83,57.0,,8:17 AM,1.8,ESE,6.9,120,Los Angeles,California,90001
22,Rain,2016-01-05 16:20:00,55.0,Rain,-,93,0.06,29.83,57.0,,8:20 AM,1.5,Variable,5.8,0,Los Angeles,California,90001
23,Rain,2016-01-05 16:27:00,55.0,Rain,-,93,0.07,29.83,57.0,,8:27 AM,2.5,Variable,6.9,0,Los Angeles,California,90001
24,Rain,2016-01-05 16:30:00,54.0,Rain,-,93,0.07,29.83,55.9,,8:30 AM,3.0,SE,9.2,140,Los Angeles,California,90001
25,Rain,2016-01-05 16:39:00,55.0,Rain,-,93,0.09,29.83,57.0,,8:39 AM,2.5,SE,6.9,140,Los Angeles,California,90001
26,Rain,2016-01-05 16:42:00,55.0,Rain,-,93,0.10,29.83,57.0,,8:42 AM,2.0,SE,5.8,140,Los Angeles,California,90001
27,Rain,2016-01-05 16:47:00,55.0,Rain,-,93,0.12,29.83,57.0,,8:47 AM,2.0,SE,8.1,140,Los Angeles,California,90001
28,Rain,2016-01-05 16:50:00,54.0,Rain,-,93,0.00,29.83,55.9,,8:50 AM,2.0,SE,9.2,130,Los Angeles,California,90001
29,Rain,2016-01-05 17:06:00,54.0,Rain,-,93,0.04,29.84,55.9,,9:06 AM,2.5,Variable,4.6,0,Los Angeles,California,90001
30,Heavy Rain,2016-01-05 17:12:00,54.0,Rain,-,93,0.06,29.85,55.9,,9:12 AM,1.8,SE,5.8,140,Los Angeles,California,90001
31,Heavy Rain,2016-01-05 17:15:00,54.0,Rain,-,93,0.08,29.85,55.9,,9:15 AM,1.0,Variable,4.6,0,Los Angeles,California,90001
32,Heavy Rain,2016-01-05 17:18:00,54.0,Rain,-,93,0.11,29.85,55.9,,9:18 AM,0.8,Variable,5.8,0,Los Angeles,California,90001
33,Heavy Rain,2016-01-05 17:21:00,54.0,Rain,-,93,0.14,29.85,55.9,,9:21 AM,0.8,Variable,3.5,0,Los Angeles,California,90001
34,Heavy Rain,2016-01-05 17:26:00,54.0,Rain,-,93,0.17,29.85,55.9,,9:26 AM,1.0,Variable,5.8,0,Los Angeles,California,90001
35,Rain,2016-01-05 17:47:00,55.0,Rain,-,97,0.29,29.85,55.9,,9:47 AM,1.5,Variable,3.5,0,Los Angeles,California,90001
36,Rain,2016-01-05 17:58:00,55.0,Rain,-,97,0.04,29.86,55.9,,9:58 AM,2.0,Calm,Calm,0,Los Angeles,California,90001
37,Rain,2016-01-05 18:05:00,55.0,Rain,-,97,0.06,29.86,55.9,,10:05 AM,3.0,Variable,3.5,0,Los Angeles,California,90001
38,Rain,2016-01-05 18:13:00,55.0,Rain,-,93,0.08,29.85,57.0,,10:13 AM,2.5,Variable,5.8,0,Los Angeles,California,90001
39,Rain,2016-01-05 18:20:00,55.0,Rain,-,93,0.09,29.85,57.0,,10:20 AM,3.0,SE,4.6,130,Los Angeles,California,90001
40,Heavy Rain,2016-01-05 18:29:00,55.9,Rain,-,96,0.11,29.85,57.0,,10:29 AM,1.8,Variable,4.6,0,Los Angeles,California,90001
41,Rain,2016-01-05 18:41:00,55.9,Rain,-,96,0.17,29.85,57.0,,10:41 AM,2.0,North,-9999.0,0,Los Angeles,California,90001
42,Rain,2016-01-05 18:47:00,55.9,Rain,-,96,0.19,29.85,57.0,,10:47 AM,2.0,Calm,Calm,0,Los Angeles,California,90001
43,Rain,2016-01-05 18:58:00,55.9,Rain,-,96,0.02,29.84,57.0,,10:58 AM,2.5,Variable,4.6,0,Los Angeles,California,90001
44,Rain,2016-01-05 19:03:00,55.9,Rain,-,93,0.03,29.84,57.9,,11:03 AM,2.5,Calm,Calm,0,Los Angeles,California,90001
45,Light Rain,2016-01-05 19:13:00,57.0,Rain,-,97,0.06,29.83,57.9,,11:13 AM,3.0,Variable,4.6,0,Los Angeles,California,90001
46,Rain,2016-01-05 19:47:00,57.0,Rain,-,97,0.09,29.80,57.9,,11:47 AM,4.0,SE,4.6,130,Los Angeles,California,90001
47,Rain,2016-01-05 19:52:00,57.0,Rain,-,97,0.01,29.79,57.9,,11:52 AM,4.0,ESE,3.5,120,Los Angeles,California,90001
48,Rain,2016-01-05 20:12:00,57.0,Rain,-,97,0.06,29.78,57.9,,12:12 PM,2.0,Calm,Calm,0,Los Angeles,California,90001
49,Heavy Rain,2016-01-05 20:16:00,57.0,Rain,-,97,0.07,29.78,57.9,,12:16 PM,1.8,Calm,Calm,0,Los Angeles,California,90001
50,Heavy Rain,2016-01-05 20:29:00,57.0,Fog-Rain,-,97,0.16,29.77,57.9,,12:29 PM,0.5,Variable,4.6,0,Los Angeles,California,90001
51,Heavy Rain,2016-01-05 20:37:00,57.0,Fog-Rain,-,100,0.45,29.78,57.0,,12:37 PM,0.2,Calm,Calm,0,Los Angeles,California,90001
52,Light Rain,2016-01-05 20:42:00,55.9,Fog-Rain,-,96,0.51,29.78,57.0,,12:42 PM,0.5,Calm,Calm,0,Los Angeles,California,90001
53,Light Rain,2016-01-05 20:47:00,57.0,Rain,-,100,0.51,29.77,57.0,,12:47 PM,2.5,Calm,Calm,0,Los Angeles,California,90001
54,Light Rain,2016-01-05 20:50:00,55.9,Rain,-,96,0.00,29.77,57.0,,12:50 PM,3.0,Calm,Calm,0,Los Angeles,California,90001
55,Rain,2016-01-05 20:53:00,55.9,Rain,-,96,0.01,29.76,57.0,,12:53 PM,2.5,Calm,Calm,0,Los Angeles,California,90001
56,Light Rain,2016-01-05 21:03:00,55.9,Rain,-,96,0.02,29.76,57.0,,1:03 PM,4.0,Calm,Calm,0,Los Angeles,California,90001
57,Light Rain,2016-01-05 21:09:00,55.0,Rain,-,97,0.02,29.76,55.9,,1:09 PM,3.0,West,4.6,280,Los Angeles,California,90001
58,Heavy Rain,2016-01-05 21:11:00,54.0,Rain,-,96,0.03,29.76,55.0,,1:11 PM,1.8,West,5.8,280,Los Angeles,California,90001
59,Heavy Rain,2016-01-05 21:14:00,54.0,Fog-Rain,-,96,0.05,29.76,55.0,,1:14 PM,0.5,Variable,3.5,0,Los Angeles,California,90001
60,Heavy Rain,2016-01-05 21:18:00,54.0,Fog-Rain,-,100,0.18,29.76,54.0,,1:18 PM,0.2,WNW,3.5,290,Los Angeles,California,90001
61,Light Rain,2016-01-05 21:22:00,54.0,Fog-Rain,-,100,0.20,29.75,54.0,,1:22 PM,0.5,WNW,3.5,300,Los Angeles,California,90001
62,Light Rain,2016-01-05 21:26:00,54.0,Rain,-,100,0.20,29.75,54.0,,1:26 PM,1.8,Calm,Calm,0,Los Angeles,California,90001
63,Light Rain,2016-01-05 21:28:00,54.0,Rain,-,96,0.21,29.75,55.0,,1:28 PM,2.5,Calm,Calm,0,Los Angeles,California,90001
64,Light Rain,2016-01-05 21:30:00,54.0,Rain,-,96,0.21,29.74,55.0,,1:30 PM,3.0,Calm,Calm,0,Los Angeles,California,90001
65,Light Rain,2016-01-05 21:43:00,55.0,Rain,-,97,0.21,29.74,55.9,,1:43 PM,4.0,Calm,Calm,0,Los Angeles,California,90001
66,Light Rain,2016-01-05 21:47:00,55.0,Rain,-,97,0.21,29.75,55.9,,1:47 PM,5.0,Calm,Calm,0,Los Angeles,California,90001
67,Rain,2016-01-05 21:55:00,55.0,Rain,-,97,0.01,29.75,55.9,,1:55 PM,2.0,Calm,Calm,0,Los Angeles,California,90001
68,Rain,2016-01-05 21:58:00,55.0,Rain,-,97,0.02,29.74,55.9,,1:58 PM,1.8,Calm,Calm,0,Los Angeles,California,90001
69,Light Rain,2016-01-05 22:02:00,55.0,Rain,-,97,0.03,29.74,55.9,,2:02 PM,2.0,Calm,Calm,0,Los Angeles,California,90001
70,Light Rain,2016-01-05 22:12:00,55.0,Rain,-,97,0.04,29.74,55.9,,2:12 PM,3.0,WNW,3.5,290,Los Angeles,California,90001
71,Light Rain,2016-01-05 22:17:00,55.0,Rain,-,97,0.04,29.74,55.9,,2:17 PM,5.0,West,3.5,280,Los Angeles,California,90001
72,Light Rain,2016-01-05 22:20:00,55.0,Rain,-,97,0.04,29.75,55.9,,2:20 PM,6.0,WNW,3.5,290,Los Angeles,California,90001
73,Light Rain,2016-01-05 22:28:00,54.0,Rain,-,93,0.04,29.75,55.9,,2:28 PM,6.0,West,5.8,270,Los Angeles,California,90001
74,Light Rain,2016-01-05 22:36:00,55.0,Rain,-,97,0.04,29.75,55.9,,2:36 PM,8.0,West,4.6,270,Los Angeles,California,90001
75,Overcast,2016-01-05 22:47:00,55.0,,-,93,0.04,29.75,57.0,,2:47 PM,10.0,Variable,3.5,0,Los Angeles,California,90001
76,Scattered Clouds,2016-01-05 23:47:00,53.1,,-,84,N/A,29.78,57.9,,3:47 PM,10.0,Variable,4.6,0,Los Angeles,California,90001
77,Partly Cloudy,2016-01-06 00:47:00,51.1,,-,81,N/A,29.80,57.0,,4:47 PM,10.0,Variable,4.6,0,Los Angeles,California,90001
78,Mostly Cloudy,2016-01-06 01:47:00,50.0,,-,80,N/A,29.81,55.9,,5:47 PM,10.0,Variable,4.6,0,Los Angeles,California,90001
79,Clear,2016-01-06 02:47:00,48.9,,-,83,N/A,29.83,54.0,,6:47 PM,10.0,West,3.5,270,Los Angeles,California,90001
80,Clear,2016-01-06 03:47:00,48.9,,-,89,N/A,29.85,52.0,,7:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
81,Clear,2016-01-06 04:47:00,46.9,,-,80,N/A,29.86,53.1,,8:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
82,Clear,2016-01-06 05:47:00,46.0,,-,86,N/A,29.89,50.0,,9:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
83,Clear,2016-01-06 06:47:00,46.0,,-,86,N/A,29.91,50.0,,10:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
84,Clear,2016-01-06 07:47:00,45.0,,-,86,N/A,29.91,48.9,,11:47 PM,10.0,Calm,Calm,0,Los Angeles,California,90001
0,Clear,2016-01-06 08:47:00,45.0,,-,89,N/A,29.92,48.0,,12:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
1,Clear,2016-01-06 09:47:00,44.1,,-,86,N/A,29.92,48.0,,1:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
2,Clear,2016-01-06 10:47:00,44.1,,-,93,N/A,29.94,46.0,,2:47 AM,10.0,Calm,Calm,0,Los Angeles,California,90001
