,Conditions,DateUTC,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimeCDT,TimeCST,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees,City,State,Zip
28,Clear,2016-01-02 05:53:00,14.0,,-,78,N/A,30.14,19.9,,11:53 PM,10.0,West,5.8,280,Minneapolis,Minnesota,55401
0,Clear,2016-01-02 06:53:00,12.9,,-,77,N/A,30.13,19.0,,12:53 AM,10.0,WSW,6.9,250,Minneapolis,Minnesota,55401
1,Clear,2016-01-02 07:53:00,12.9,,-,81,N/A,30.13,18.0,,1:53 AM,10.0,West,4.6,260,Minneapolis,Minnesota,55401
2,Clear,2016-01-02 08:53:00,12.9,,-,81,N/A,30.12,18.0,,2:53 AM,10.0,WSW,4.6,240,Minneapolis,Minnesota,55401
3,Clear,2016-01-02 09:53:00,12.9,,-,81,N/A,30.11,18.0,,3:53 AM,10.0,SW,3.5,220,Minneapolis,Minnesota,55401
4,Clear,2016-01-02 10:53:00,10.9,,-,84,N/A,30.09,15.1,,4:53 AM,10.0,South,3.5,190,Minneapolis,Minnesota,55401
5,Clear,2016-01-02 11:53:00,12.0,,-,84,N/A,30.08,16.0,,5:53 AM,10.0,SW,9.2,220,Minneapolis,Minnesota,55401
6,Clear,2016-01-02 12:53:00,12.0,,-,81,N/A,30.05,17.1,,6:53 AM,10.0,SSW,5.8,210,Minneapolis,Minnesota,55401
7,Clear,2016-01-02 13:53:00,12.0,,-,81,N/A,30.05,17.1,,7:53 AM,10.0,SW,3.5,220,Minneapolis,Minnesota,55401
8,Clear,2016-01-02 14:53:00,12.0,,-,78,N/A,30.03,18.0,,8:53 AM,10.0,SSW,6.9,200,Minneapolis,Minnesota,55401
9,Clear,2016-01-02 15:53:00,12.9,,-,71,N/A,30.02,21.0,,9:53 AM,10.0,SW,9.2,230,Minneapolis,Minnesota,55401
10,Clear,2016-01-02 16:53:00,15.1,,-,63,N/A,30.00,26.1,,10:53 AM,10.0,WSW,10.4,250,Minneapolis,Minnesota,55401
11,Clear,2016-01-02 17:53:00,15.1,,-,58,N/A,29.98,28.0,,11:53 AM,10.0,West,12.7,280,Minneapolis,Minnesota,55401
12,Clear,2016-01-02 18:53:00,16.0,,-,56,N/A,29.97,30.0,,12:53 PM,10.0,West,15.0,280,Minneapolis,Minnesota,55401
13,Clear,2016-01-02 19:53:00,17.1,,-,57,N/A,29.95,30.9,,1:53 PM,10.0,West,10.4,270,Minneapolis,Minnesota,55401
14,Clear,2016-01-02 20:53:00,17.1,,-,54,N/A,29.96,32.0,,2:53 PM,10.0,West,11.5,280,Minneapolis,Minnesota,55401
15,Clear,2016-01-02 21:53:00,17.1,,-,57,N/A,29.98,30.9,,3:53 PM,10.0,West,9.2,280,Minneapolis,Minnesota,55401
16,Clear,2016-01-02 22:53:00,17.1,,-,61,N/A,30.00,28.9,,4:53 PM,10.0,West,11.5,270,Minneapolis,Minnesota,55401
17,Clear,2016-01-02 23:53:00,17.1,,-,63,N/A,30.00,28.0,,5:53 PM,10.0,West,10.4,270,Minneapolis,Minnesota,55401
18,Clear,2016-01-03 00:53:00,16.0,,-,63,N/A,30.01,27.0,,6:53 PM,10.0,West,11.5,280,Minneapolis,Minnesota,55401
19,Clear,2016-01-03 01:53:00,16.0,,-,66,N/A,30.04,26.1,,7:53 PM,10.0,WNW,11.5,290,Minneapolis,Minnesota,55401
20,Clear,2016-01-03 02:53:00,17.1,,-,69,N/A,30.05,26.1,,8:53 PM,10.0,WNW,15.0,300,Minneapolis,Minnesota,55401
21,Clear,2016-01-03 03:53:00,16.0,,-,71,N/A,30.08,24.1,,9:53 PM,10.0,NW,11.5,310,Minneapolis,Minnesota,55401
22,Mostly Cloudy,2016-01-03 04:34:00,17.1,,-,72,N/A,30.05,25.0,,10:34 PM,10.0,NW,11.5,310,Minneapolis,Minnesota,55401
23,Overcast,2016-01-03 04:53:00,18.0,,-,71,N/A,30.10,26.1,,10:53 PM,10.0,NNW,11.5,330,Minneapolis,Minnesota,55401
24,Overcast,2016-01-03 05:53:00,19.0,,-,72,N/A,30.11,27.0,,11:53 PM,10.0,NNW,10.4,330,Minneapolis,Minnesota,55401
0,Overcast,2016-01-03 06:53:00,19.9,,-,72,N/A,30.12,28.0,,12:53 AM,10.0,NNW,10.4,340,Minneapolis,Minnesota,55401
1,Overcast,2016-01-03 07:53:00,19.9,,-,72,N/A,30.15,28.0,,1:53 AM,10.0,NNW,13.8,340,Minneapolis,Minnesota,55401
2,Overcast,2016-01-03 08:53:00,19.9,,21.9,72,N/A,30.18,28.0,,2:53 AM,10.0,NNW,15.0,330,Minneapolis,Minnesota,55401
3,Overcast,2016-01-03 09:53:00,19.9,,-,72,N/A,30.20,28.0,,3:53 AM,10.0,NNW,11.5,330,Minneapolis,Minnesota,55401
4,Overcast,2016-01-03 10:53:00,19.9,,-,72,N/A,30.21,28.0,,4:53 AM,10.0,NNW,13.8,340,Minneapolis,Minnesota,55401
5,Overcast,2016-01-03 11:53:00,19.9,,-,72,N/A,30.23,28.0,,5:53 AM,10.0,NNW,9.2,340,Minneapolis,Minnesota,55401
6,Overcast,2016-01-03 12:53:00,19.9,,18.4,72,N/A,30.26,28.0,,6:53 AM,10.0,North,12.7,360,Minneapolis,Minnesota,55401
7,Overcast,2016-01-03 13:53:00,19.9,,-,72,N/A,30.28,28.0,,7:53 AM,10.0,North,13.8,350,Minneapolis,Minnesota,55401
8,Overcast,2016-01-03 14:53:00,19.9,,-,72,N/A,30.30,28.0,,8:53 AM,10.0,NNW,8.1,330,Minneapolis,Minnesota,55401
9,Overcast,2016-01-03 15:53:00,19.0,,-,69,N/A,30.33,28.0,,9:53 AM,10.0,NNW,11.5,330,Minneapolis,Minnesota,55401
10,Overcast,2016-01-03 16:53:00,18.0,,-,64,N/A,30.35,28.9,,10:53 AM,10.0,NNW,12.7,330,Minneapolis,Minnesota,55401
11,Overcast,2016-01-03 17:53:00,18.0,,-,66,N/A,30.33,28.0,,11:53 AM,10.0,NW,10.4,310,Minneapolis,Minnesota,55401
12,Overcast,2016-01-03 18:53:00,18.0,,-,66,N/A,30.32,28.0,,12:53 PM,10.0,NW,11.5,310,Minneapolis,Minnesota,55401
13,Overcast,2016-01-03 19:53:00,19.0,,-,69,N/A,30.33,28.0,,1:53 PM,10.0,NW,9.2,320,Minneapolis,Minnesota,55401
14,Overcast,2016-01-03 20:53:00,19.0,,-,67,N/A,30.32,28.9,,2:53 PM,10.0,WNW,6.9,300,Minneapolis,Minnesota,55401
15,Overcast,2016-01-03 21:53:00,19.9,,-,69,N/A,30.34,28.9,,3:53 PM,10.0,WNW,6.9,300,Minneapolis,Minnesota,55401
16,Scattered Clouds,2016-01-03 22:24:00,19.0,,-,67,N/A,30.31,28.9,,4:24 PM,10.0,WNW,6.9,290,Minneapolis,Minnesota,55401
17,Clear,2016-01-03 22:53:00,18.0,,-,66,N/A,30.35,28.0,,4:53 PM,10.0,West,6.9,270,Minneapolis,Minnesota,55401
18,Clear,2016-01-03 23:53:00,18.0,,-,71,N/A,30.36,26.1,,5:53 PM,10.0,West,6.9,270,Minneapolis,Minnesota,55401
19,Clear,2016-01-04 00:53:00,19.0,,-,75,N/A,30.38,26.1,,6:53 PM,10.0,WNW,10.4,290,Minneapolis,Minnesota,55401
20,Clear,2016-01-04 01:53:00,19.0,,-,75,N/A,30.39,26.1,,7:53 PM,10.0,WNW,12.7,300,Minneapolis,Minnesota,55401
21,Clear,2016-01-04 02:53:00,18.0,,-,77,N/A,30.39,24.1,,8:53 PM,10.0,WNW,9.2,300,Minneapolis,Minnesota,55401
22,Clear,2016-01-04 03:53:00,17.1,,-,82,N/A,30.40,21.9,,9:53 PM,10.0,WNW,8.1,300,Minneapolis,Minnesota,55401
23,Clear,2016-01-04 04:53:00,16.0,,-,85,N/A,30.41,19.9,,10:53 PM,10.0,NW,5.8,310,Minneapolis,Minnesota,55401
24,Clear,2016-01-04 05:53:00,16.0,,-,85,N/A,30.43,19.9,,11:53 PM,10.0,NNW,3.5,340,Minneapolis,Minnesota,55401
0,Clear,2016-01-04 06:53:00,15.1,,-,85,N/A,30.43,19.0,,12:53 AM,10.0,West,4.6,280,Minneapolis,Minnesota,55401
1,Clear,2016-01-04 07:53:00,12.9,,-,88,N/A,30.45,16.0,,1:53 AM,10.0,WNW,4.6,290,Minneapolis,Minnesota,55401
2,Clear,2016-01-04 08:53:00,12.0,,-,88,N/A,30.47,15.1,,2:53 AM,9.0,WNW,4.6,290,Minneapolis,Minnesota,55401
3,Clear,2016-01-04 09:53:00,10.9,,-,88,N/A,30.47,14.0,,3:53 AM,10.0,WNW,4.6,290,Minneapolis,Minnesota,55401
4,Clear,2016-01-04 10:53:00,10.9,,-,88,N/A,30.48,14.0,,4:53 AM,10.0,Calm,Calm,0,Minneapolis,Minnesota,55401
5,Clear,2016-01-04 11:53:00,8.1,,-,88,N/A,30.49,10.9,,5:53 AM,9.0,Calm,Calm,0,Minneapolis,Minnesota,55401
6,Clear,2016-01-04 12:53:00,6.1,,-,81,N/A,30.51,10.9,,6:53 AM,9.0,WSW,3.5,240,Minneapolis,Minnesota,55401
7,Clear,2016-01-04 13:53:00,5.0,,-,84,N/A,30.51,9.0,,7:53 AM,7.0,Calm,Calm,0,Minneapolis,Minnesota,55401
8,Clear,2016-01-04 14:53:00,8.1,,-,92,N/A,30.52,10.0,,8:53 AM,7.0,SSE,3.5,150,Minneapolis,Minnesota,55401
9,Clear,2016-01-04 15:53:00,14.0,,-,88,N/A,30.53,17.1,,9:53 AM,7.0,Calm,Calm,0,Minneapolis,Minnesota,55401
10,Clear,2016-01-04 16:53:00,15.1,,-,81,N/A,30.54,19.9,,10:53 AM,10.0,SSE,5.8,150,Minneapolis,Minnesota,55401
11,Clear,2016-01-04 17:53:00,16.0,,-,74,N/A,30.52,23.0,,11:53 AM,10.0,South,5.8,190,Minneapolis,Minnesota,55401
12,Clear,2016-01-04 18:53:00,17.1,,-,69,N/A,30.49,26.1,,12:53 PM,10.0,South,8.1,180,Minneapolis,Minnesota,55401
13,Clear,2016-01-04 19:53:00,17.1,,-,69,N/A,30.48,26.1,,1:53 PM,10.0,SSE,11.5,160,Minneapolis,Minnesota,55401
14,Clear,2016-01-04 20:53:00,17.1,,-,66,N/A,30.47,27.0,,2:53 PM,10.0,South,8.1,180,Minneapolis,Minnesota,55401
15,Clear,2016-01-04 21:53:00,16.0,,-,66,N/A,30.48,26.1,,3:53 PM,10.0,SSW,5.8,200,Minneapolis,Minnesota,55401
16,Clear,2016-01-04 22:53:00,16.0,,-,71,N/A,30.47,24.1,,4:53 PM,10.0,South,6.9,170,Minneapolis,Minnesota,55401
17,Clear,2016-01-04 23:53:00,15.1,,-,78,N/A,30.45,21.0,,5:53 PM,10.0,SSE,10.4,150,Minneapolis,Minnesota,55401
18,Mostly Cloudy,2016-01-05 00:29:00,15.1,,-,85,N/A,30.39,19.0,,6:29 PM,10.0,SSE,12.7,160,Minneapolis,Minnesota,55401
19,Overcast,2016-01-05 00:53:00,16.0,,-,85,N/A,30.45,19.9,,6:53 PM,3.0,SSE,13.8,160,Minneapolis,Minnesota,55401
20,Overcast,2016-01-05 01:53:00,17.1,,-,85,N/A,30.43,21.0,,7:53 PM,4.0,SSE,10.4,160,Minneapolis,Minnesota,55401
21,Overcast,2016-01-05 02:53:00,17.1,,-,85,N/A,30.41,21.0,,8:53 PM,8.0,South,13.8,170,Minneapolis,Minnesota,55401
0,Overcast,2016-01-05 07:53:00,16.0,,-,81,N/A,30.33,21.0,,1:53 AM,10.0,South,17.3,180,Minneapolis,Minnesota,55401
1,Overcast,2016-01-05 08:53:00,17.1,,-,82,N/A,30.33,21.9,,2:53 AM,8.0,South,15.0,180,Minneapolis,Minnesota,55401
2,Overcast,2016-01-05 09:53:00,18.0,,21.9,77,N/A,30.31,24.1,,3:53 AM,9.0,South,13.8,170,Minneapolis,Minnesota,55401
3,Overcast,2016-01-05 10:15:00,18.0,,21.9,75,N/A,30.26,25.0,,4:15 AM,10.0,South,13.8,180,Minneapolis,Minnesota,55401
4,Overcast,2016-01-05 10:53:00,19.0,,-,78,N/A,30.29,25.0,,4:53 AM,10.0,South,13.8,180,Minneapolis,Minnesota,55401
5,Overcast,2016-01-05 11:53:00,18.0,,26.5,75,N/A,30.29,25.0,,5:53 AM,10.0,South,11.5,180,Minneapolis,Minnesota,55401
6,Scattered Clouds,2016-01-05 12:46:00,17.1,,24.2,75,N/A,30.22,24.1,,6:46 AM,10.0,South,19.6,180,Minneapolis,Minnesota,55401
7,Partly Cloudy,2016-01-05 12:53:00,17.1,,24.2,75,N/A,30.27,24.1,,6:53 AM,10.0,South,15.0,180,Minneapolis,Minnesota,55401
8,Clear,2016-01-05 13:53:00,17.1,,-,75,N/A,30.24,24.1,,7:53 AM,10.0,South,15.0,180,Minneapolis,Minnesota,55401
9,Clear,2016-01-05 14:53:00,17.1,,-,75,N/A,30.23,24.1,,8:53 AM,10.0,South,11.5,170,Minneapolis,Minnesota,55401
10,Clear,2016-01-05 15:53:00,18.0,,28.8,69,N/A,30.22,27.0,,9:53 AM,10.0,South,19.6,180,Minneapolis,Minnesota,55401
11,Clear,2016-01-05 16:53:00,18.0,,27.6,66,N/A,30.21,28.0,,10:53 AM,10.0,South,16.1,180,Minneapolis,Minnesota,55401
12,Clear,2016-01-05 17:53:00,18.0,,26.5,64,N/A,30.19,28.9,,11:53 AM,10.0,South,19.6,170,Minneapolis,Minnesota,55401
13,Clear,2016-01-05 18:53:00,19.0,,24.2,64,N/A,30.15,30.0,,12:53 PM,10.0,South,15.0,180,Minneapolis,Minnesota,55401
14,Clear,2016-01-05 19:53:00,19.0,,24.2,61,N/A,30.13,30.9,,1:53 PM,10.0,South,17.3,180,Minneapolis,Minnesota,55401
15,Clear,2016-01-05 20:53:00,19.9,,-,59,N/A,30.11,33.1,,2:53 PM,10.0,South,13.8,180,Minneapolis,Minnesota,55401
16,Clear,2016-01-05 21:53:00,19.0,,-,61,N/A,30.11,30.9,,3:53 PM,10.0,South,15.0,170,Minneapolis,Minnesota,55401
17,Clear,2016-01-05 22:53:00,19.0,,-,64,N/A,30.09,30.0,,4:53 PM,10.0,South,11.5,170,Minneapolis,Minnesota,55401
18,Clear,2016-01-05 23:53:00,18.0,,-,71,N/A,30.11,26.1,,5:53 PM,10.0,SE,5.8,140,Minneapolis,Minnesota,55401
19,Clear,2016-01-06 00:53:00,17.1,,-,75,N/A,30.12,24.1,,6:53 PM,10.0,SSE,5.8,150,Minneapolis,Minnesota,55401
20,Clear,2016-01-06 01:53:00,17.1,,-,78,N/A,30.13,23.0,,7:53 PM,10.0,SSE,6.9,160,Minneapolis,Minnesota,55401
21,Overcast,2016-01-06 02:53:00,18.0,,-,75,N/A,30.12,25.0,,8:53 PM,9.0,SSE,6.9,160,Minneapolis,Minnesota,55401
22,Overcast,2016-01-06 03:53:00,19.9,,-,75,N/A,30.12,27.0,,9:53 PM,10.0,SSE,6.9,160,Minneapolis,Minnesota,55401
23,Overcast,2016-01-06 04:53:00,21.0,,-,78,N/A,30.11,27.0,,10:53 PM,10.0,SSE,4.6,160,Minneapolis,Minnesota,55401
24,Overcast,2016-01-06 05:53:00,21.0,,-,75,N/A,30.10,28.0,,11:53 PM,10.0,SSE,5.8,150,Minneapolis,Minnesota,55401
0,Overcast,2016-01-06 06:53:00,21.9,,-,75,N/A,30.09,28.9,,12:53 AM,10.0,South,8.1,170,Minneapolis,Minnesota,55401
1,Overcast,2016-01-06 07:53:00,23.0,,-,72,N/A,30.08,30.9,,1:53 AM,10.0,South,10.4,190,Minneapolis,Minnesota,55401
2,Overcast,2016-01-06 08:53:00,23.0,,-,72,N/A,30.09,30.9,,2:53 AM,10.0,SSW,10.4,200,Minneapolis,Minnesota,55401
3,Clear,2016-01-06 09:53:00,21.9,,-,78,N/A,30.08,28.0,,3:53 AM,10.0,South,5.8,170,Minneapolis,Minnesota,55401
4,Clear,2016-01-06 10:53:00,21.0,,-,78,N/A,30.07,27.0,,4:53 AM,9.0,Calm,Calm,0,Minneapolis,Minnesota,55401
5,Clear,2016-01-06 11:53:00,19.9,,-,81,N/A,30.08,25.0,,5:53 AM,9.0,SE,4.6,130,Minneapolis,Minnesota,55401
6,Clear,2016-01-06 12:53:00,21.0,,-,85,N/A,30.08,25.0,,6:53 AM,10.0,SE,4.6,140,Minneapolis,Minnesota,55401
7,Clear,2016-01-06 13:53:00,21.0,,-,85,N/A,30.08,25.0,,7:53 AM,9.0,SSE,3.5,150,Minneapolis,Minnesota,55401
8,Clear,2016-01-06 14:53:00,21.0,,-,81,N/A,30.09,26.1,,8:53 AM,7.0,SSE,4.6,150,Minneapolis,Minnesota,55401
9,Partly Cloudy,2016-01-06 15:53:00,23.0,,-,78,N/A,30.09,28.9,,9:53 AM,10.0,SSE,6.9,160,Minneapolis,Minnesota,55401
10,Mostly Cloudy,2016-01-06 16:53:00,24.1,,-,76,N/A,30.09,30.9,,10:53 AM,8.0,SSE,5.8,150,Minneapolis,Minnesota,55401
11,Clear,2016-01-06 17:53:00,24.1,,-,76,N/A,30.07,30.9,,11:53 AM,8.0,SE,5.8,140,Minneapolis,Minnesota,55401
12,Overcast,2016-01-06 18:53:00,25.0,,-,72,N/A,30.06,33.1,,12:53 PM,8.0,SSE,5.8,150,Minneapolis,Minnesota,55401
13,Overcast,2016-01-06 19:06:00,25.0,,-,72,N/A,30.02,33.1,,1:06 PM,8.0,ESE,4.6,120,Minneapolis,Minnesota,55401
14,Overcast,2016-01-06 19:53:00,25.0,,-,72,N/A,30.04,33.1,,1:53 PM,8.0,SSE,5.8,150,Minneapolis,Minnesota,55401
15,Overcast,2016-01-06 20:53:00,25.0,,-,72,N/A,30.03,33.1,,2:53 PM,8.0,SE,5.8,130,Minneapolis,Minnesota,55401
16,Overcast,2016-01-06 21:53:00,25.0,,-,72,N/A,30.02,33.1,,3:53 PM,8.0,ESE,5.8,110,Minneapolis,Minnesota,55401
17,Overcast,2016-01-06 22:53:00,26.1,,-,75,N/A,30.04,33.1,,4:53 PM,8.0,SE,6.9,130,Minneapolis,Minnesota,55401
18,Light Snow,2016-01-06 23:53:00,28.0,Snow,-,85,0.00,30.04,32.0,,5:53 PM,5.0,SSE,9.2,150,Minneapolis,Minnesota,55401
19,Light Snow,2016-01-07 00:16:00,28.0,Snow,-,85,0.00,30.01,32.0,,6:16 PM,1.8,SE,5.8,140,Minneapolis,Minnesota,55401
20,Light Snow,2016-01-07 00:32:00,28.9,Snow,-,88,0.01,30.01,32.0,,6:32 PM,1.8,SE,6.9,140,Minneapolis,Minnesota,55401
21,Light Snow,2016-01-07 00:36:00,28.9,Snow,-,88,0.01,30.01,32.0,,6:36 PM,2.0,SE,5.8,140,Minneapolis,Minnesota,55401
22,Light Snow,2016-01-07 00:53:00,28.9,Snow,-,88,0.01,30.05,32.0,,6:53 PM,2.5,SE,5.8,130,Minneapolis,Minnesota,55401
23,Light Snow,2016-01-07 01:06:00,28.9,Snow,-,88,0.00,30.01,32.0,,7:06 PM,3.0,SE,6.9,140,Minneapolis,Minnesota,55401
24,Light Snow,2016-01-07 01:13:00,28.9,Snow,-,88,0.00,30.02,32.0,,7:13 PM,2.5,SE,6.9,140,Minneapolis,Minnesota,55401
25,Light Snow,2016-01-07 01:51:00,28.4,Snow,-,87,0.01,30.02,32.0,,7:51 PM,2.0,ESE,5.8,120,Minneapolis,Minnesota,55401
26,Light Snow,2016-01-07 01:53:00,28.9,Snow,-,88,0.01,30.05,32.0,,7:53 PM,2.5,ESE,6.9,120,Minneapolis,Minnesota,55401
27,Light Snow,2016-01-07 02:09:00,28.9,Snow,-,88,0.00,30.01,32.0,,8:09 PM,2.0,SE,6.9,130,Minneapolis,Minnesota,55401
28,Light Snow,2016-01-07 02:16:00,28.9,Snow,-,88,0.00,30.01,32.0,,8:16 PM,1.8,SE,5.8,140,Minneapolis,Minnesota,55401
29,Light Snow,2016-01-07 02:53:00,28.9,Snow,-,88,0.00,30.05,32.0,,8:53 PM,1.8,SE,8.1,140,Minneapolis,Minnesota,55401
30,Light Snow,2016-01-07 03:00:00,28.9,Snow,-,88,0.00,30.01,32.0,,9:00 PM,2.0,SE,6.9,140,Minneapolis,Minnesota,55401
31,Overcast,2016-01-07 03:36:00,28.9,,-,88,0.00,30.00,32.0,,9:36 PM,3.0,SE,9.2,140,Minneapolis,Minnesota,55401
32,Overcast,2016-01-07 03:53:00,28.9,,-,88,0.00,30.04,32.0,,9:53 PM,4.0,SSE,9.2,150,Minneapolis,Minnesota,55401
33,Light Snow,2016-01-07 04:53:00,28.9,Snow,-,88,0.00,30.04,32.0,,10:53 PM,2.5,SSE,4.6,150,Minneapolis,Minnesota,55401
34,Light Snow,2016-01-07 05:34:00,28.9,Snow,-,88,0.00,30.00,32.0,,11:34 PM,4.0,SSE,6.9,150,Minneapolis,Minnesota,55401
35,Overcast,2016-01-07 05:43:00,28.9,,-,88,0.00,30.00,32.0,,11:43 PM,4.0,SSE,6.9,150,Minneapolis,Minnesota,55401
36,Overcast,2016-01-07 05:53:00,28.9,,-,88,0.00,30.03,32.0,,11:53 PM,4.0,SE,5.8,140,Minneapolis,Minnesota,55401
0,Overcast,2016-01-07 06:22:00,28.9,,-,88,N/A,29.99,32.0,,12:22 AM,4.0,SE,5.8,140,Minneapolis,Minnesota,55401
1,Overcast,2016-01-07 06:53:00,28.9,,-,88,N/A,30.01,32.0,,12:53 AM,5.0,SE,4.6,140,Minneapolis,Minnesota,55401
2,Overcast,2016-01-07 07:53:00,28.0,,-,85,N/A,30.01,32.0,,1:53 AM,5.0,SSE,6.9,150,Minneapolis,Minnesota,55401
3,Overcast,2016-01-07 08:00:00,28.0,,-,85,N/A,29.98,32.0,,2:00 AM,4.0,SE,6.9,140,Minneapolis,Minnesota,55401
4,Overcast,2016-01-07 08:30:00,28.9,,-,88,0.00,29.98,32.0,,2:30 AM,4.0,SE,4.6,130,Minneapolis,Minnesota,55401
5,Overcast,2016-01-07 08:53:00,28.9,,-,88,0.00,30.01,32.0,,2:53 AM,4.0,ESE,5.8,120,Minneapolis,Minnesota,55401
6,Overcast,2016-01-07 09:53:00,28.9,,-,88,N/A,30.00,32.0,,3:53 AM,4.0,ESE,4.6,120,Minneapolis,Minnesota,55401
7,Overcast,2016-01-07 10:53:00,28.9,,-,88,N/A,29.99,32.0,,4:53 AM,3.0,ESE,3.5,120,Minneapolis,Minnesota,55401
8,Overcast,2016-01-07 11:01:00,28.9,,-,88,N/A,29.96,32.0,,5:01 AM,2.5,ESE,3.5,120,Minneapolis,Minnesota,55401
9,Overcast,2016-01-07 11:53:00,28.9,,-,88,N/A,29.99,32.0,,5:53 AM,2.5,SE,4.6,130,Minneapolis,Minnesota,55401
10,Overcast,2016-01-07 12:12:00,28.9,,-,88,N/A,29.96,32.0,,6:12 AM,3.0,SE,3.5,140,Minneapolis,Minnesota,55401
11,Overcast,2016-01-07 12:53:00,28.9,,-,88,N/A,30.00,32.0,,6:53 AM,4.0,SE,4.6,130,Minneapolis,Minnesota,55401
